"","lagoslakeid","tp","tn_combined","chla","sampledate","sampleyear","samplemonth","monthday","eventida1087","programname","secchi","var_num","hu4_zoneid","groups","random25_holdout","random75_holdout","hu4_ag50_holdout","hu4_random50_holdout","hu4_strat75_holdout","cluster_strat75_holdout","cluster_random50_holdout"
"5468",6849,NA,248,8,"2003-09-11",2003,9,911,171746,"CT_DEEP_CHEM",2.1336,3,"HU4_7",3,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"5469",6852,50,1260,NA,"2007-08-01",2007,8,801,171785,"EPA_NLA_CHEM",1.3,3,"HU4_36",2,TRUE,TRUE,NA,FALSE,FALSE,FALSE,NA
"5470",6853,21,230,1.31,"2004-06-21",2004,6,621,171787,"NY_CSLAP",1.6,4,"HU4_16",2,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"5471",6855,NA,212,4.3,"2006-08-07",2006,8,807,171793,"CT_DEEP_CHEM",3.9624,3,"HU4_11",3,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"5472",6863,17,350,6.3,"2001-07-18",2001,7,718,171863,"PA_DEP_CHEM",4,4,"HU4_16",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5473",6865,13,1340,8.8,"2002-08-12",2002,8,812,171865,"PA_DEP_CHEM",2.77,4,"HU4_16",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5474",6866,160,NA,18,"1990-07-01",1990,7,701,171920,"NY_CSLAP",0.05,3,"HU4_13",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5475",6867,11,260,3.7,"2006-08-03",2006,8,803,171929,"PA_DEP_CHEM",2.5,4,"HU4_18",3,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA
"5476",6868,87,1520,60,"1999-09-02",1999,9,902,171934,"PA_DEP_CHEM",0.7,4,"HU4_16",1,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5477",6871,7,220,3.5,"1999-07-27",1999,7,727,171937,"PA_DEP_CHEM",4.25,4,"HU4_18",1,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"5478",6873,7,380,3.31,"2002-08-25",2002,8,825,171968,"NY_CSLAP",4.25,4,"HU4_12",1,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5479",6874,220,2460,NA,"2001-07-11",2001,7,711,171983,"IL_ALMP_2001_2004",0.381,3,"HU4_38",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5480",6876,34,NA,17.4,"1990-06-30",1990,6,630,172007,"NY_CSLAP",1.75,3,"HU4_17",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"5481",6878,43,690,40,"2005-06-22",2005,6,622,172038,"PA_DEP_CHEM",1.65,4,"HU4_16",3,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA
"5482",6879,15,367,NA,"2007-07-19",2007,7,719,172042,"EPA_NLA_CHEM",2.2,3,"HU4_22",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5483",6885,NA,NA,18.98,"2006-07-13",2006,7,713,172066,"CT_DEEP_CHEM",1.5,2,"HU4_11",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"5484",6887,20,510,5.4,"2000-08-01",2000,8,801,172068,"PA_DEP_CHEM",2.9,4,"HU4_18",2,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5485",6889,12,NA,5.86,"1990-07-03",1990,7,703,172111,"NY_CSLAP",3.38,3,"HU4_12",1,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5486",6890,17,NA,11.8,"1992-06-16",1992,6,616,172123,"NY_CSLAP",3.85,3,"HU4_13",3,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"5487",6891,35,380,30,"1999-07-28",1999,7,728,172165,"PA_DEP_CHEM",1.5,4,"HU4_18",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5488",6892,5,NA,2.57,"1994-07-21",1994,7,721,172168,"NY_CSLAP",5.33,3,"HU4_5",2,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"5489",6898,9,450,2.99,"2002-06-23",2002,6,623,172253,"NY_CSLAP",5.23,4,"HU4_12",2,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5490",6899,65,NA,52.1,"2009-07-13",2009,7,713,172278,"IL_ALMP_2009",NA,2,"HU4_51",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5491",6902,NA,1200,8.4,"2000-07-10",2000,7,710,172282,"CT_DEEP_CHEM",1.8288,3,"HU4_11",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5492",6903,91,980,60,"2000-08-03",2000,8,803,172368,"PA_DEP_CHEM",0.75,4,"HU4_47",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"5493",6906,NA,NA,1.03,"2006-07-13",2006,7,713,172371,"CT_DEEP_CHEM",2,2,"HU4_11",1,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5494",6907,6,NA,2.28,"1990-07-09",1990,7,709,172379,"NY_CSLAP",5.75,3,"HU4_5",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5495",6908,27,570,40,"2005-08-15",2005,8,815,172420,"PA_DEP_CHEM",0.85,4,"HU4_18",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5496",6910,16,NA,7.33,"1997-06-17",1997,6,617,172426,"NY_CSLAP",2.15,3,"HU4_12",2,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5497",6912,13,440,2.14,"2002-06-16",2002,6,616,172489,"NY_CSLAP",1.95,4,"HU4_12",3,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5498",6914,18,500,2.8,"2002-07-31",2002,7,731,172506,"PA_DEP_CHEM",2.5,4,"HU4_18",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5499",6915,NA,NA,190.9,"2005-07-15",2005,7,715,172509,"CT_DEEP_CHEM",0.2,2,"HU4_11",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5500",6916,NA,NA,5.01,"2005-07-11",2005,7,711,172511,"CT_DEEP_CHEM",1.81,2,"HU4_11",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5501",6918,81,1180,70,"2001-08-07",2001,8,807,172513,"PA_DEP_CHEM",0.9,4,"HU4_16",3,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5502",6920,25,NA,0.96,"1990-07-05",1990,7,705,172561,"NY_CSLAP",0.75,3,"HU4_5",1,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"5503",6921,7,390,1.53,"2002-07-15",2002,7,715,172655,"NY_CSLAP",5,4,"HU4_17",3,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"5504",6922,22,460,4.42,"2002-06-22",2002,6,622,172722,"NY_CSLAP",1.85,4,"HU4_18",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5505",6923,99,940,60,"2001-07-11",2001,7,711,172792,"PA_DEP_CHEM",0.75,4,"HU4_18",1,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5506",6925,16,380,3.1,"1999-07-27",1999,7,727,172797,"PA_DEP_CHEM",4,4,"HU4_18",2,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5507",6927,37,640,30,"2004-08-26",2004,8,826,172800,"PA_DEP_CHEM",1.09,4,"HU4_16",3,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5508",6930,30,430,9.3,"2001-09-11",2001,9,911,172803,"PA_DEP_CHEM",1.22,4,"HU4_18",1,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5509",6933,14,480,3.2,"2002-08-12",2002,8,812,172805,"PA_DEP_CHEM",1.73,4,"HU4_16",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5510",6936,5,NA,1.49,"1994-06-25",1994,6,625,172806,"NY_CSLAP",9.3,3,"HU4_12",1,TRUE,TRUE,NA,TRUE,FALSE,FALSE,NA
"5511",6938,NA,252,6.5,"2006-08-07",2006,8,807,172875,"CT_DEEP_CHEM",3.048,3,"HU4_7",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5512",6939,19,430,20,"2001-07-18",2001,7,718,172891,"PA_DEP_CHEM",1.7,4,"HU4_16",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5513",6942,10,350,5.8,"2005-08-22",2005,8,822,172894,"PA_DEP_CHEM",4,4,"HU4_22",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5514",6944,33,1040,10.03,"2007-06-25",2007,6,625,172937,"NY_CSLAP",1.95,4,"HU4_12",1,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5515",6945,96,1400,110,"2005-07-19",2005,7,719,172978,"PA_DEP_CHEM",1.9,4,"HU4_18",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5516",6946,197,2520,106,"2001-07-02",2001,7,702,172981,"IL_ALMP_2001_2004",0.3048,4,"HU4_38",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5517",6947,23,220,7.91,"2008-07-14",2008,7,714,172985,"NY_CSLAP",2.3,4,"HU4_13",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"5518",6948,78,NA,34.4,"2009-07-15",2009,7,715,173019,"IL_ALMP_2009",NA,2,"HU4_36",2,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"5519",6949,9,450,1.03,"2002-06-24",2002,6,624,173060,"NY_CSLAP",3.7,4,"HU4_17",3,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"5520",6950,172,3390,NA,"2000-06-21",2000,6,621,173126,"IL_ALMP_1999_2000",0.4318,3,"HU4_38",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5521",6951,16,590,4.88,"2007-07-17",2007,7,717,173143,"NY_CSLAP",3.3,4,"HU4_18",3,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"5522",6952,115,NA,66.8,"2009-07-14",2009,7,714,173185,"IL_ALMP_2009",NA,2,"HU4_36",2,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5523",6953,18,700,2.82,"2002-06-16",2002,6,616,173245,"NY_CSLAP",2.3,4,"HU4_17",1,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"5524",6954,16,590,NA,"1999-06-18",1999,6,618,173325,"IL_ALMP_1999_2000",0.1016,3,"HU4_36",3,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"5525",6955,9,260,NA,"1999-06-16",1999,6,616,173340,"IL_ALMP_1999_2000",1.5494,3,"HU4_36",1,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"5526",6956,124,2740,NA,"1999-06-15",1999,6,615,173360,"IL_ALMP_1999_2000",0.4318,3,"HU4_36",1,TRUE,TRUE,NA,FALSE,FALSE,FALSE,NA
"5527",6957,460,930,NA,"1999-06-15",1999,6,615,173381,"IL_ALMP_1999_2000",0.7874,3,"HU4_36",1,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"5528",6958,17,840,NA,"2002-07-17",2002,7,717,173406,"IL_ALMP_2001_2004",2.54,3,"HU4_36",1,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"5529",6959,103,4660,NA,"2002-07-10",2002,7,710,173421,"IL_ALMP_2001_2004",0.5588,3,"HU4_36",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5530",6960,36,870,NA,"1999-06-15",1999,6,615,173430,"IL_ALMP_1999_2000",0.762,3,"HU4_36",1,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"5531",6961,30,580,NA,"1999-06-15",1999,6,615,173450,"IL_ALMP_1999_2000",0.889,3,"HU4_36",1,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"5532",6962,60,4330,NA,"2002-06-26",2002,6,626,173482,"IL_ALMP_2001_2004",0.7112,3,"HU4_36",1,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5533",6963,91,3040,NA,"1999-06-15",1999,6,615,173498,"IL_ALMP_1999_2000",0.381,3,"HU4_36",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5534",6964,18,960,NA,"1999-08-25",1999,8,825,173522,"IL_ALMP_1999_2000",0.5334,3,"HU4_36",1,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA
"5535",6965,148,400,56,"2000-08-18",2000,8,818,173542,"IL_ALMP_1999_2000",0.254,4,"HU4_50",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5536",6966,140,4140,NA,"1999-07-02",1999,7,702,173566,"IL_ALMP_1999_2000",0.6604,3,"HU4_50",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5537",6967,23,1980,NA,"2003-07-01",2003,7,701,173600,"IL_ALMP_2001_2004",1.0668,3,"HU4_50",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5538",6968,322,1610,68.9,"2003-08-18",2003,8,818,173627,"IL_ALMP_2001_2004",0.254,4,"HU4_50",3,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA
"5539",6969,40,2740,NA,"2001-06-27",2001,6,627,173646,"IL_ALMP_2001_2004",0.7112,3,"HU4_57",3,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5540",6970,48,700,NA,"2007-06-18",2007,6,618,173660,"EPA_NLA_CHEM",1.2,3,"HU4_38",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5541",6971,322,1570,56.1,"2001-06-18",2001,6,618,173690,"IL_ALMP_2001_2004",0.127,4,"HU4_51",1,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA
"5542",6972,14,510,10,"2000-08-15",2000,8,815,173741,"PA_DEP_CHEM",2.7,4,"HU4_18",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5543",6973,15,510,6.54,"2002-06-26",2002,6,626,173864,"NY_CSLAP",3,4,"HU4_5",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5544",6974,18,980,0.66,"2006-06-15",2006,6,615,174006,"NY_CSLAP",4.6,4,"HU4_23",3,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"5545",6975,NA,NA,10.6,"2005-08-25",2005,8,825,174052,"CT_DEEP_CHEM",2.8956,2,"HU4_11",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5546",6976,8,470,1.16,"2002-07-08",2002,7,708,174098,"NY_CSLAP",3.6,4,"HU4_12",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5547",6978,29,1010,10,"2000-08-30",2000,8,830,174141,"PA_DEP_CHEM",1.4,4,"HU4_18",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5548",6979,148,1970,138,"2003-08-12",2003,8,812,174152,"IL_ALMP_2001_2004",0.3048,4,"HU4_51",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5549",6980,NA,2390,145,"2001-06-22",2001,6,622,174184,"IL_ALMP_2001_2004",0.3048,3,"HU4_51",3,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5550",6981,216,1361,NA,"2007-08-15",2007,8,815,174223,"EPA_NLA_CHEM",0.46,3,"HU4_51",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5551",6982,197,2020,211,"2000-09-06",2000,9,906,174294,"IL_ALMP_1999_2000",0.2032,4,"HU4_38",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5552",6983,120,1140,108,"2000-08-30",2000,8,830,174333,"IL_ALMP_1999_2000",0.2032,4,"HU4_38",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5553",6984,120,770,NA,"2001-07-10",2001,7,710,174358,"IL_ALMP_2001_2004",0.7112,3,"HU4_38",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5554",6985,95,NA,7.3,"2004-06-17",2004,6,617,174372,"IL_ALMP_2004_2005",1.7272,3,"HU4_38",2,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"5555",6986,32,NA,NA,"2004-07-07",2004,7,707,174382,"IL_ALMP_2004_2005",0.9144,2,"HU4_50",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5556",6987,427,1880,NA,"2000-07-13",2000,7,713,174393,"IL_ALMP_1999_2000",0.508,3,"HU4_50",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5557",6988,45,2450,NA,"2000-07-13",2000,7,713,174418,"IL_ALMP_1999_2000",0.6096,3,"HU4_50",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5558",6989,19,8110,NA,"2001-06-15",2001,6,615,174442,"IL_ALMP_2001_2004",1.2192,3,"HU4_50",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5559",6990,22,NA,14.7,"2005-07-13",2005,7,713,174458,"IL_ALMP_2004_2005",0.635,3,"HU4_50",2,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5560",6991,223,2145,104,"2003-07-15",2003,7,715,174472,"IL_ALMP_2001_2004",0.1524,4,"HU4_50",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5561",6992,14,3230,NA,"1999-06-16",1999,6,616,174491,"IL_ALMP_1999_2000",0.9144,3,"HU4_50",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5562",6993,21,3230,NA,"1999-06-17",1999,6,617,174506,"IL_ALMP_1999_2000",0.4572,3,"HU4_50",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5563",6994,135,1180,NA,"2002-07-08",2002,7,708,174533,"IL_ALMP_2001_2004",0.3048,3,"HU4_50",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5564",6995,201,2090,NA,"2002-07-02",2002,7,702,174572,"IL_ALMP_2001_2004",0.3302,3,"HU4_50",1,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA
"5565",6996,58,660,NA,"1999-07-21",1999,7,721,174588,"IL_ALMP_1999_2000",0.508,3,"HU4_50",3,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA
"5566",6997,24,1160,NA,"1999-06-22",1999,6,622,174613,"IL_ALMP_1999_2000",0.6096,3,"HU4_50",1,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"5567",6998,123,3040,52.4,"2001-06-19",2001,6,619,174633,"IL_ALMP_2001_2004",0.2286,4,"HU4_50",3,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5568",6999,69,990,51.8,"2003-09-08",2003,9,908,174659,"IL_ALMP_2001_2004",0.7112,4,"HU4_51",3,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5569",7000,138,1670,53.1,"2001-08-21",2001,8,821,174688,"IL_ALMP_2001_2004",0.7112,4,"HU4_51",1,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5570",7001,852,4710,119,"2001-07-30",2001,7,730,174713,"IL_ALMP_2001_2004",0.2032,4,"HU4_51",3,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5571",7002,865,750,NA,"1999-07-22",1999,7,722,174757,"IL_ALMP_1999_2000",0.381,3,"HU4_51",3,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"5572",7003,168,6770,89.2,"2003-07-16",2003,7,716,174807,"IL_ALMP_2001_2004",0.2032,4,"HU4_38",3,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA
"5573",7004,90,6050,295,"2001-07-09",2001,7,709,174821,"IL_ALMP_2001_2004",0.3556,4,"HU4_38",1,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5574",7005,20,466,NA,"2007-07-02",2007,7,702,174835,"EPA_NLA_CHEM",1.07,3,"HU4_38",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5575",7006,54,1280,NA,"2001-06-28",2001,6,628,174851,"IL_ALMP_2001_2004",0.6096,3,"HU4_34",3,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5576",7007,78,3160,NA,"2001-06-20",2001,6,620,174871,"IL_ALMP_2001_2004",0.9144,3,"HU4_34",3,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"5577",7008,11,380,NA,"1999-07-19",1999,7,719,174887,"IL_ALMP_1999_2000",3.048,3,"HU4_50",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5578",7009,233,8400,74.8,"2002-07-10",2002,7,710,174913,"IL_ALMP_2001_2004",0.1524,4,"HU4_50",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5579",7010,21,1390,NA,"1999-07-06",1999,7,706,174929,"IL_ALMP_1999_2000",0.6604,3,"HU4_50",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5580",7011,25,570,NA,"1999-06-18",1999,6,618,174949,"IL_ALMP_1999_2000",0.508,3,"HU4_50",3,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"5581",7012,158,1877,127,"2003-08-04",2003,8,804,174978,"IL_ALMP_2001_2004",0.3048,4,"HU4_50",1,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA
"5582",7013,115,500,NA,"1999-07-09",1999,7,709,174992,"IL_ALMP_1999_2000",2.4384,3,"HU4_49",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5583",7014,32,NA,19,"2007-06-21",2007,6,621,175011,"IL_ALMP_2006_2008",1.2192,3,"HU4_49",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"5584",7016,203,610,NA,"1999-07-01",1999,7,701,175046,"IL_ALMP_1999_2000",0.6096,3,"HU4_51",3,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5585",7017,74,914,NA,"2003-06-17",2003,6,617,175071,"IL_ALMP_2001_2004",0.7112,3,"HU4_51",3,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA
"5586",7018,418,1380,NA,"2002-07-09",2002,7,709,175092,"IL_ALMP_2001_2004",0.381,3,"HU4_51",3,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5587",7019,63,1374,NA,"2003-06-18",2003,6,618,175106,"IL_ALMP_2001_2004",0.4572,3,"HU4_51",3,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5588",7020,28,261,NA,"2003-06-25",2003,6,625,175147,"IL_ALMP_2001_2004",1.2954,3,"HU4_51",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5589",7021,21.8,NA,30,"2007-06-18",2007,6,618,175218,"IL_ALMP_2006_2008",NA,2,"HU4_51",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5590",7022,92,1020,NA,"2000-07-07",2000,7,707,175231,"IL_ALMP_1999_2000",0.127,3,"HU4_51",1,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5591",7023,71,1260,NA,"2000-06-20",2000,6,620,175270,"IL_ALMP_1999_2000",0.3556,3,"HU4_51",1,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5592",7024,139,3950,6.29,"2005-07-15",2005,7,715,175293,"IL_ALMP_2004_2005",1.524,4,"HU4_36",2,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"5593",7025,31,2950,NA,"2001-06-21",2001,6,621,175306,"IL_ALMP_2001_2004",1.8288,3,"HU4_34",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5594",7026,31,980,NA,"2001-06-19",2001,6,619,175324,"IL_ALMP_2001_2004",1.8288,3,"HU4_34",3,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5595",7027,317,2280,210,"2002-07-11",2002,7,711,175340,"IL_ALMP_2001_2004",0.2794,4,"HU4_38",3,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5596",7029,352,4730,390,"2001-08-27",2001,8,827,175376,"IL_ALMP_2001_2004",0.3556,4,"HU4_51",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5597",7030,47,NA,23,"2007-07-12",2007,7,712,175430,"IL_ALMP_2006_2008",0.7112,3,"HU4_51",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5598",7031,75,1090,NA,"2001-08-22",2001,8,822,175436,"IL_ALMP_2001_2004",0.9144,3,"HU4_38",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5599",7032,42,910,NA,"2001-07-17",2001,7,717,175456,"IL_ALMP_2001_2004",0.6604,3,"HU4_38",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5600",7033,94,1250,NA,"2007-06-21",2007,6,621,175469,"EPA_NLA_CHEM",0.83,3,"HU4_38",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5601",7034,791,2480,58,"2001-08-14",2001,8,814,175482,"IL_ALMP_2001_2004",0.5588,4,"HU4_38",1,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5602",7035,461,5540,320,"2001-06-26",2001,6,626,175495,"IL_ALMP_2001_2004",0.2032,4,"HU4_50",4,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5603",7036,20,7660,NA,"1999-06-21",1999,6,621,175504,"IL_ALMP_1999_2000",0.8636,3,"HU4_50",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5604",7037,38,8520,NA,"2001-07-18",2001,7,718,175521,"IL_ALMP_2001_2004",1.524,3,"HU4_50",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5605",7038,36,NA,7.37,"2005-07-13",2005,7,713,175536,"IL_ALMP_2004_2005",1.3462,3,"HU4_50",2,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5606",7039,19,960,2.82,"2002-06-23",2002,6,623,175583,"NY_CSLAP",1.85,4,"HU4_12",3,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5607",7040,27,690,2.71,"2002-06-23",2002,6,623,175660,"NY_CSLAP",1.95,4,"HU4_13",3,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"5608",7041,46,NA,7.97,"2007-07-27",2007,7,727,175718,"IL_ALMP_2006_2008",1.3208,3,"HU4_50",3,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5609",7042,47,680,NA,"2000-06-15",2000,6,615,175722,"IL_ALMP_1999_2000",0.6096,3,"HU4_50",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5610",7043,93,1080,35.9,"2001-07-05",2001,7,705,175769,"IL_ALMP_2001_2004",1.016,4,"HU4_50",3,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5611",7044,577,1930,NA,"2001-07-12",2001,7,712,175784,"IL_ALMP_2001_2004",0.5588,3,"HU4_50",1,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"5612",7045,183,1900,137,"2005-09-07",2005,9,907,175812,"IL_ALMP_2004_2005",0.3048,4,"HU4_51",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"5613",7049,234,1350,NA,"1999-07-02",1999,7,702,175833,"IL_ALMP_1999_2000",0.2032,3,"HU4_51",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5614",7050,142,1370,118,"2001-08-21",2001,8,821,175849,"IL_ALMP_2001_2004",0.3048,4,"HU4_38",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"5615",7051,112,2890,NA,"2001-07-09",2001,7,709,175861,"IL_ALMP_2001_2004",0.4572,3,"HU4_38",1,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"5616",7053,5,180,1.8,"2002-07-24",2002,7,724,175877,"PA_DEP_CHEM",5.8,4,"HU4_18",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
