"lagoslakeid","tp","tn_combined","chla","sampledate","sampleyear","samplemonth","monthday","eventida1087","programname","secchi","var_num","hu4_zoneid","random25_holdout","random75_holdout","hu4_ag50_holdout","hu4_random50_holdout","hu4_strat75_holdout"
5062,33,NA,5.99,2003-09-02,2003,9,"0902",120832,"WI_DNR_NUTRIENT",1.9812,3,"HU4_32",TRUE,TRUE,FALSE,TRUE,TRUE
5063,5,NA,1.05,1993-08-11,1993,8,"0811",120837,"WI_DNR_NUTRIENT",4.2672,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
5064,23,NA,6.79,2003-09-02,2003,9,"0902",120875,"WI_DNR_NUTRIENT",3.6576,3,"HU4_27",FALSE,FALSE,FALSE,FALSE,TRUE
5066,30,NA,NA,1994-06-20,1994,6,"0620",120879,"WI_DNR_NUTRIENT",2.3,2,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5067,28,NA,7.24,2004-08-09,2004,8,"0809",120896,"WI_DNR_NUTRIENT",2.4384,3,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
5068,27,410,3.7,2009-06-25,2009,6,"0625",120943,"MA_DEP_2005_2010",2.7,4,"HU4_10",TRUE,TRUE,FALSE,FALSE,TRUE
5070,NA,NA,NA,1992-06-18,NA,NA,NA,NA,NA,3,1,"HU4_7",FALSE,FALSE,FALSE,TRUE,TRUE
5071,11,NA,3.43,1993-06-21,1993,6,"0621",120954,"WI_DNR_NUTRIENT",4.0386,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
5072,31,NA,8.33,2002-07-30,2002,7,"0730",120995,"WI_DNR_NUTRIENT",1.8,3,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
5073,17,NA,3.4100001,1999-06-17,1999,6,"0617",121097,"VT_DWQ_NUTRIENT",2.5,3,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
5074,NA,NA,NA,2005-08-27,NA,NA,NA,NA,NA,1.6764,1,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5075,305,3591,145,2002-07-30,2002,7,"0730",121171,"WI_DNR_NUTRIENT",0.2,4,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
5076,8,NA,0.09,1995-07-10,1995,7,"0710",121182,"WI_DNR_NUTRIENT",4.4958,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5077,32,NA,8.07,2004-08-10,2004,8,"0810",121249,"WI_DNR_NUTRIENT",2.286,3,"HU4_27",FALSE,FALSE,FALSE,FALSE,FALSE
5078,24,NA,7.47,1993-06-23,1993,6,"0623",121252,"WI_DNR_NUTRIENT",1.905,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5080,9,NA,NA,1997-07-23,1997,7,"0723",121422,"VT_DWQ_NUTRIENT",10,2,"HU4_5",TRUE,TRUE,FALSE,TRUE,TRUE
5081,38,NA,NA,1992-07-28,1992,7,"0728",121426,"WI_DNR_NUTRIENT",NA,1,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
5083,87,NA,59.8,2010-07-22,2010,7,"0722",121434,"WI_DNR_NUTRIENT",0.762,3,"HU4_33",FALSE,TRUE,TRUE,FALSE,FALSE
5085,68,907,NA,2007-07-25,2007,7,"0725",121440,"EPA_NLA_CHEM",1.1,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
5087,26,NA,1.83,1991-07-15,1991,7,"0715",121608,"VT_DWQ_NUTRIENT",6,3,"HU4_5",FALSE,TRUE,FALSE,TRUE,FALSE
5088,20,NA,6.83,2003-08-04,2003,8,"0804",121622,"WI_DNR_NUTRIENT",2.5908,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,FALSE
5089,17,NA,10.3999996,1991-08-16,1991,8,"0816",121698,"VT_DWQ_NUTRIENT",7.1999998,3,"HU4_5",TRUE,TRUE,FALSE,TRUE,TRUE
5090,12,NA,4.32,2007-08-29,2007,8,"0829",121707,"WI_DNR_NUTRIENT",NA,2,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5091,10,NA,0.12,1995-07-19,1995,7,"0719",121722,"WI_DNR_NUTRIENT",2.8956,3,"HU4_32",TRUE,TRUE,FALSE,TRUE,TRUE
5092,11,NA,3.14,2009-06-29,2009,6,"0629",121847,"WI_DNR_NUTRIENT",5.4864,3,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
5093,25,NA,11.3599997,1990-06-16,1990,6,"0616",122039,"VT_DWQ_NUTRIENT",4.3000002,3,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
5094,216,NA,NA,1996-07-30,1996,7,"0730",122234,"WI_DNR_NUTRIENT",0.61,2,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5095,18,1910,NA,2000-08-01,2000,8,"0801",122250,"WI_DNR_NUTRIENT",2.9,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
5096,NA,NA,NA,1990-06-19,NA,NA,NA,NA,NA,6.5532,1,"HU4_32",FALSE,FALSE,FALSE,TRUE,FALSE
5097,NA,NA,NA,1990-06-16,NA,NA,NA,NA,NA,2.4384,1,"HU4_32",FALSE,FALSE,FALSE,TRUE,TRUE
5098,23,870,NA,2000-08-14,2000,8,"0814",122260,"WI_LKLS",0.9,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
5099,NA,NA,NA,2001-06-20,NA,NA,NA,NA,NA,1.1,1,"HU4_10",TRUE,FALSE,FALSE,FALSE,TRUE
5100,122,3901,NA,1994-07-26,1994,7,"0726",122270,"WI_DNR_NUTRIENT",1.5,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5101,49,NA,12.2,2004-09-13,2004,9,"0913",122273,"WI_DNR_NUTRIENT",1.88976,3,"HU4_27",TRUE,TRUE,FALSE,FALSE,TRUE
5102,64.32,3379.6,16.58,2001-06-19,2001,6,"0619",122275,"IA_CHEMISTRY",0.75,4,"HU4_63",FALSE,TRUE,TRUE,TRUE,TRUE
5103,NA,NA,NA,2011-07-20,NA,NA,NA,NA,NA,2.1336,1,"HU4_29",TRUE,TRUE,FALSE,TRUE,TRUE
5104,7,NA,1.87,1993-06-18,1993,6,"0618",122311,"WI_DNR_NUTRIENT",5.0292,3,"HU4_32",TRUE,TRUE,FALSE,TRUE,TRUE
5106,42,904,NA,2002-06-20,2002,6,"0620",122509,"WI_DNR_NUTRIENT",NA,2,"HU4_34",FALSE,TRUE,TRUE,FALSE,FALSE
5108,19,NA,5.7,2003-07-06,2003,7,"0706",122684,"WI_DNR_NUTRIENT",2.7432,3,"HU4_29",FALSE,FALSE,FALSE,TRUE,FALSE
5110,32,NA,3.29,2002-07-15,2002,7,"0715",122833,"WI_DNR_NUTRIENT",1.143,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,FALSE
5111,18,NA,7.61,2002-07-23,2002,7,"0723",123000,"WI_DNR_NUTRIENT",2.4384,3,"HU4_28",FALSE,FALSE,FALSE,FALSE,TRUE
5112,43,1947,3.62,2004-06-17,2004,6,"0617",123045,"WI_DNR_NUTRIENT",NA,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5113,16,NA,3.28,1996-06-18,1996,6,"0618",123092,"WI_DNR_NUTRIENT",4.0386,3,"HU4_36",FALSE,FALSE,TRUE,TRUE,TRUE
5114,8,NA,2.08,1994-07-18,1994,7,"0718",123203,"WI_DNR_NUTRIENT",4.8768,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5115,21,NA,1.69,2009-06-15,2009,6,"0615",123327,"WI_DNR_NUTRIENT",2.286,3,"HU4_33",FALSE,FALSE,TRUE,FALSE,TRUE
5116,156,2270,3.85,2008-08-07,2008,8,"0807",123377,"WI_DNR_NUTRIENT",0.97536,4,"HU4_55",TRUE,TRUE,TRUE,TRUE,FALSE
5117,NA,NA,NA,2004-07-08,NA,NA,NA,NA,NA,4.8768,1,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
5118,40.1,966.4,5.06,2001-07-11,2001,7,"0711",123381,"IA_CHEMISTRY",2.8,4,"HU4_59",TRUE,FALSE,TRUE,TRUE,TRUE
5119,11,NA,1.75,1993-06-21,1993,6,"0621",123454,"WI_DNR_NUTRIENT",4.7244,3,"HU4_34",TRUE,TRUE,TRUE,FALSE,TRUE
5120,23,NA,10.3,2003-06-29,2003,6,"0629",123578,"WI_DNR_NUTRIENT",1.8288,3,"HU4_29",FALSE,FALSE,FALSE,TRUE,FALSE
5121,NA,NA,NA,1995-07-11,NA,NA,NA,NA,NA,3.1,1,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
5123,7,NA,NA,1996-06-20,1996,6,"0620",123640,"WI_DNR_NUTRIENT",3.3528,2,"HU4_32",TRUE,TRUE,FALSE,TRUE,FALSE
5125,20,1250,NA,1990-07-02,1990,7,"0702",123653,"WI_DNR_NUTRIENT",2.6,3,"HU4_35",TRUE,FALSE,TRUE,FALSE,TRUE
5126,28,NA,14.8,2002-07-24,2002,7,"0724",123668,"WI_DNR_NUTRIENT",1.6002,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5127,NA,NA,2,2007-08-15,2007,8,"0815",123721,"WI_DNR_NUTRIENT",4.95,2,"HU4_27",TRUE,TRUE,FALSE,FALSE,TRUE
5128,NA,NA,NA,2007-06-15,NA,NA,NA,NA,NA,3.5052,1,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5129,13,NA,NA,2000-08-08,2000,8,"0808",123732,"WI_DNR_NUTRIENT",2.7432,2,"HU4_27",TRUE,TRUE,FALSE,FALSE,TRUE
5130,21,NA,2.11,2004-09-07,2004,9,"0907",123734,"WI_DNR_NUTRIENT",NA,2,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
5131,NA,NA,NA,2001-06-17,NA,NA,NA,NA,NA,3.3528,1,"HU4_32",FALSE,FALSE,FALSE,TRUE,TRUE
5134,7,293,NA,2007-08-13,2007,8,"0813",123737,"EPA_NLA_CHEM",4.7,3,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
5135,12,NA,2.9200001,2001-06-17,2001,6,"0617",123881,"VT_DWQ_NUTRIENT",3,3,"HU4_5",TRUE,TRUE,FALSE,TRUE,TRUE
5136,13,NA,2.17,1994-07-15,1994,7,"0715",123972,"WI_DNR_NUTRIENT",15.5,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,FALSE
5137,NA,NA,NA,1997-08-07,NA,NA,NA,NA,NA,5.6,1,"HU4_28",FALSE,FALSE,FALSE,FALSE,FALSE
5138,28,NA,19.6,2005-08-07,2005,8,"0807",124139,"WI_DNR_NUTRIENT",1.6,3,"HU4_28",FALSE,TRUE,FALSE,FALSE,FALSE
5139,25,NA,20.4,2004-09-06,2004,9,"0906",124163,"WI_DNR_NUTRIENT",1.9812,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5140,NA,NA,NA,2004-07-17,NA,NA,NA,NA,NA,5.0292,1,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
5141,16,410,NA,2001-08-14,2001,8,"0814",124174,"WI_BIOCOM",2.63,3,"HU4_33",TRUE,TRUE,TRUE,FALSE,TRUE
5142,NA,NA,NA,2003-07-13,NA,NA,NA,NA,NA,2.9718,1,"HU4_28",FALSE,FALSE,FALSE,FALSE,FALSE
5143,354.32,2365.4,63.04,2001-07-19,2001,7,"0719",124271,"IA_CHEMISTRY",0.17,4,"HU4_56",FALSE,TRUE,TRUE,FALSE,TRUE
5144,18,NA,NA,1998-06-15,1998,6,"0615",124299,"WI_DNR_NUTRIENT",2.7432,2,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5145,36,NA,29.1,2003-08-18,2003,8,"0818",124320,"WI_DNR_NUTRIENT",1.524,3,"HU4_33",TRUE,FALSE,TRUE,FALSE,FALSE
5146,15,NA,2.77,1996-07-16,1996,7,"0716",124387,"WI_DNR_NUTRIENT",3.3528,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5147,16,NA,14.6000004,2002-06-17,2002,6,"0617",124417,"VT_DWQ_NUTRIENT",2.5,3,"HU4_5",TRUE,TRUE,FALSE,TRUE,TRUE
5148,90,1111,11.2,2009-06-20,2009,6,"0620",124451,"WI_DNR_NUTRIENT",2.7432,4,"HU4_27",TRUE,TRUE,FALSE,FALSE,TRUE
5149,18,NA,6.96,2011-07-18,2011,7,"0718",124474,"WI_DNR_NUTRIENT",1.49352,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
5150,9,NA,3.54,1993-06-21,1993,6,"0621",124496,"WI_DNR_NUTRIENT",4.8768,3,"HU4_33",FALSE,FALSE,TRUE,FALSE,FALSE
5151,NA,NA,NA,2011-07-12,NA,NA,NA,NA,NA,2,1,"HU4_28",FALSE,TRUE,FALSE,FALSE,TRUE
5152,14,NA,3.68,1994-07-10,1994,7,"0710",124628,"WI_DNR_NUTRIENT",4.572,3,"HU4_32",FALSE,FALSE,FALSE,TRUE,TRUE
5153,13,256,2.5,2003-08-21,2003,8,"0821",124721,"WI_DNR_NUTRIENT",NA,3,"HU4_33",TRUE,TRUE,TRUE,FALSE,FALSE
5154,10,NA,2.99,2003-08-28,2003,8,"0828",124729,"WI_DNR_NUTRIENT",3.6576,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5155,196.55,2343.8,38.19,2001-07-17,2001,7,"0717",124737,"IA_CHEMISTRY",0.6,4,"HU4_61",TRUE,FALSE,TRUE,TRUE,TRUE
5156,95,2415,NA,1997-06-25,1997,6,"0625",124765,"WI_DNR_NUTRIENT",NA,2,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
5157,14,NA,3.62,2007-06-30,2007,6,"0630",124770,"WI_DNR_NUTRIENT",3.048,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5158,149,2142,NA,2000-08-23,2000,8,"0823",124798,"WI_DNR_NUTRIENT",0.8,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
5159,9,NA,4.04,1993-06-27,1993,6,"0627",124847,"VT_DWQ_NUTRIENT",2.9000001,3,"HU4_5",TRUE,TRUE,FALSE,TRUE,TRUE
5160,7,NA,1.9,2003-07-10,2003,7,"0710",124929,"VT_DWQ_NUTRIENT",5.9000001,3,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
5161,14,349,3.6,2004-08-26,2004,8,"0826",124934,"WI_DNR_NUTRIENT",3.9624,4,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5162,152.6,6955.2,17.44,2001-06-25,2001,6,"0625",124936,"IA_CHEMISTRY",1.5,4,"HU4_56",TRUE,FALSE,TRUE,FALSE,TRUE
5163,43,NA,46.8,2003-08-13,2003,8,"0813",124972,"WI_DNR_NUTRIENT",0.9144,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5164,398,2020,NA,1991-06-25,1991,6,"0625",125007,"WI_DNR_NUTRIENT",1.4,3,"HU4_34",TRUE,FALSE,TRUE,FALSE,TRUE
5165,NA,NA,NA,2001-06-17,NA,NA,NA,NA,NA,5.0292,1,"HU4_32",TRUE,FALSE,FALSE,TRUE,TRUE
5166,43,NA,NA,2001-08-22,2001,8,"0822",125055,"WI_DNR_NUTRIENT",1.73736,2,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
5167,113.78,2160.6,50.11,2001-06-20,2001,6,"0620",125057,"IA_CHEMISTRY",0.75,4,"HU4_63",FALSE,TRUE,TRUE,TRUE,TRUE
5169,12,NA,4.44,2004-06-19,2004,6,"0619",125114,"WI_DNR_NUTRIENT",4.1148,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
5170,10,650,NA,2000-08-15,2000,8,"0815",125161,"WI_DNR_NUTRIENT",2.9,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
5171,94.64,2448.6,4.18,2001-06-27,2001,6,"0627",125199,"IA_CHEMISTRY",0.75,4,"HU4_62",FALSE,TRUE,TRUE,FALSE,TRUE
5172,NA,NA,NA,1995-09-09,NA,NA,NA,NA,NA,1.3716,1,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5173,18,NA,NA,2011-06-30,2011,6,"0630",125356,"WI_DNR_NUTRIENT",2.286,2,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5174,56,932,60.1,2010-07-19,2010,7,"0719",125386,"WI_DNR_NUTRIENT",1.2192,4,"HU4_27",FALSE,TRUE,FALSE,FALSE,FALSE
5175,48.44,3704.7,15.74,2001-06-26,2001,6,"0626",125412,"IA_CHEMISTRY",1.5,4,"HU4_57",FALSE,TRUE,TRUE,FALSE,FALSE
5176,29,NA,15.2,2004-08-29,2004,8,"0829",125445,"WI_DNR_NUTRIENT",2.1336,3,"HU4_27",FALSE,FALSE,FALSE,FALSE,FALSE
5177,NA,NA,NA,1994-06-16,NA,NA,NA,NA,NA,1.143,1,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5178,27,NA,NA,1997-06-29,1997,6,"0629",125481,"WI_DNR_NUTRIENT",NA,1,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5179,19,NA,5.63,1997-06-22,1997,6,"0622",125484,"WI_DNR_NUTRIENT",2.2098,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5181,16,NA,2.09,2002-08-01,2002,8,"0801",125613,"WI_DNR_NUTRIENT",3.2,3,"HU4_36",TRUE,TRUE,TRUE,TRUE,TRUE
5182,80,NA,26.2,2010-06-23,2010,6,"0623",125619,"WI_DNR_NUTRIENT",1.2192,3,"HU4_29",FALSE,FALSE,FALSE,TRUE,TRUE
5183,253.85,1688.5,226.59,2001-07-10,2001,7,"0710",125639,"IA_CHEMISTRY",0.35,4,"HU4_57",TRUE,TRUE,TRUE,FALSE,FALSE
5185,20,NA,NA,1996-08-22,1996,8,"0822",125668,"WI_DNR_NUTRIENT",1.524,2,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5186,120,1000,50,2009-09-09,2009,9,"0909",125679,"MA_DEP_2005_2010",0.4,4,"HU4_10",FALSE,TRUE,FALSE,FALSE,FALSE
5187,22,NA,1.91,2002-06-26,2002,6,"0626",125681,"WI_DNR_NUTRIENT",2.286,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
5188,15,NA,6.21,2008-09-09,2008,9,"0909",125739,"WI_DNR_NUTRIENT",2.7432,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5189,63,944,NA,1996-07-10,1996,7,"0710",125767,"WI_DNR_NUTRIENT",1.2,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5191,11,590,2.55,2002-08-13,2002,8,"0813",125800,"WI_DNR_NUTRIENT",2.8,4,"HU4_35",TRUE,TRUE,TRUE,FALSE,TRUE
5193,16,NA,NA,2011-06-28,2011,6,"0628",125811,"WI_DNR_NUTRIENT",3.6576,2,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
5194,37,988,NA,2000-08-08,2000,8,"0808",125815,"WI_DNR_NUTRIENT",1.524,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
5195,14,785,4.48,2002-07-11,2002,7,"0711",125830,"WI_DNR_NUTRIENT",2.286,4,"HU4_32",TRUE,TRUE,FALSE,TRUE,TRUE
5196,NA,NA,NA,2005-07-04,NA,NA,NA,NA,NA,2.1336,1,"HU4_29",FALSE,FALSE,FALSE,TRUE,FALSE
5197,14,2030,2.67,2003-08-21,2003,8,"0821",125875,"WI_DNR_NUTRIENT",NA,3,"HU4_32",FALSE,FALSE,FALSE,TRUE,FALSE
5198,22,5410,5.07,2004-08-10,2004,8,"0810",125891,"WI_DNR_NUTRIENT",1.2192,4,"HU4_33",TRUE,FALSE,TRUE,FALSE,TRUE
5199,33,621,29.2,2004-08-30,2004,8,"0830",125926,"WI_DNR_NUTRIENT",1.8288,4,"HU4_27",FALSE,FALSE,FALSE,FALSE,TRUE
5200,15,NA,NA,2000-08-24,2000,8,"0824",125955,"WI_DNR_NUTRIENT",5.0292,2,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5201,NA,NA,NA,2004-08-11,2004,8,"0811",125957,"WI_HANSON",3.33,1,"HU4_33",FALSE,FALSE,TRUE,FALSE,TRUE
5202,17,NA,1.57,2004-06-15,2004,6,"0615",125959,"WI_DNR_NUTRIENT",2.4384,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5203,NA,NA,NA,1990-07-10,1990,7,"0710",126038,"VT_DWQ_NUTRIENT",3.2,1,"HU4_5",TRUE,FALSE,FALSE,TRUE,TRUE
5204,127,1109,7.46,2004-08-04,2004,8,"0804",126095,"WI_DNR_NUTRIENT",1.46304,4,"HU4_32",TRUE,TRUE,FALSE,TRUE,FALSE
5205,21,NA,9.92,1995-08-17,1995,8,"0817",126100,"WI_DNR_NUTRIENT",2.2098,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,FALSE
5206,12,NA,1.93,2011-07-25,2011,7,"0725",126174,"WI_DNR_NUTRIENT",NA,2,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
5207,34,NA,22.4,1994-06-27,1994,6,"0627",126185,"WI_DNR_NUTRIENT",1.6764,3,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
5208,19,1082,2.66,2003-07-17,2003,7,"0717",126248,"WI_DNR_NUTRIENT",2.4384,4,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
5210,7,NA,3.02,1998-06-23,1998,6,"0623",126262,"WI_DNR_NUTRIENT",3.1242,3,"HU4_34",TRUE,TRUE,TRUE,FALSE,TRUE
5211,15,NA,11.4,1993-08-31,1993,8,"0831",126327,"WI_DNR_NUTRIENT",3.6576,3,"HU4_29",TRUE,TRUE,FALSE,TRUE,TRUE
5212,8,NA,NA,1992-07-08,1992,7,"0708",126432,"VT_DWQ_NUTRIENT",3.4000001,2,"HU4_5",FALSE,FALSE,FALSE,TRUE,TRUE
5213,29,1186,NA,2000-08-09,2000,8,"0809",126490,"WI_DNR_NUTRIENT",0.88392,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5214,23,NA,5.66,2004-06-28,2004,6,"0628",126496,"WI_DNR_NUTRIENT",2.4384,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5215,13,1098,2.15,2002-07-31,2002,7,"0731",126575,"WI_DNR_NUTRIENT",3.2,4,"HU4_34",TRUE,FALSE,TRUE,FALSE,FALSE
5216,NA,NA,NA,1999-06-17,NA,NA,NA,NA,NA,3.6576,1,"HU4_33",TRUE,TRUE,TRUE,FALSE,FALSE
5219,15,NA,2.6,2007-08-07,2007,8,"0807",126644,"WI_DNR_NUTRIENT",1.95,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,FALSE
5220,8,NA,1.18,1994-06-22,1994,6,"0622",126651,"WI_DNR_NUTRIENT",5.4864,3,"HU4_33",TRUE,FALSE,TRUE,FALSE,TRUE
5221,NA,NA,NA,1990-07-01,NA,NA,NA,NA,NA,4.2672,1,"HU4_32",FALSE,FALSE,FALSE,TRUE,TRUE
5222,19,NA,NA,1993-06-30,1993,6,"0630",126733,"WI_DNR_NUTRIENT",1.68,2,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5223,15,NA,6.74,2003-08-27,2003,8,"0827",126743,"WI_DNR_NUTRIENT",3,3,"HU4_32",FALSE,FALSE,FALSE,TRUE,TRUE
5224,16,NA,2.54,2003-07-21,2003,7,"0721",126787,"WI_DNR_NUTRIENT",5.0292,3,"HU4_29",FALSE,FALSE,FALSE,TRUE,TRUE
5226,9,NA,NA,1996-06-19,1996,6,"0619",126840,"WI_DNR_NUTRIENT",4.4196,2,"HU4_29",TRUE,TRUE,FALSE,TRUE,TRUE
5227,11,NA,1.55,2005-07-02,2005,7,"0702",126931,"VT_DWQ_NUTRIENT",3.9000001,3,"HU4_7",FALSE,TRUE,FALSE,TRUE,TRUE
5228,9.5,NA,3.51,2005-06-29,2005,6,"0629",126988,"VT_DWQ_NUTRIENT",NA,2,"HU4_7",FALSE,FALSE,FALSE,TRUE,FALSE
5230,32,NA,53.3,2003-07-22,2003,7,"0722",126993,"WI_DNR_NUTRIENT",0.8382,3,"HU4_27",FALSE,FALSE,FALSE,FALSE,TRUE
5231,82,1849,NA,2000-08-27,2000,8,"0827",127037,"WI_DNR_NUTRIENT",0.70104,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
5232,16,698,NA,2001-08-01,2001,8,"0801",127066,"WI_DNR_NUTRIENT",2.4,3,"HU4_35",FALSE,FALSE,TRUE,FALSE,TRUE
5233,100.52,1626.1,12.78,2001-07-12,2001,7,"0712",127069,"IA_CHEMISTRY",1.95,4,"HU4_57",TRUE,TRUE,TRUE,FALSE,TRUE
5234,NA,NA,NA,2007-06-16,NA,NA,NA,NA,NA,4.8768,1,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
5235,59,NA,NA,1994-06-20,1994,6,"0620",127097,"WI_DNR_NUTRIENT",NA,1,"HU4_27",TRUE,TRUE,FALSE,FALSE,TRUE
5236,7,NA,2.84,1993-07-27,1993,7,"0727",127107,"WI_DNR_NUTRIENT",3.2004,3,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
5237,132,5925,NA,1991-08-08,1991,8,"0808",127164,"WI_DNR_NUTRIENT",NA,2,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5238,12,NA,2.6300001,1996-06-19,1996,6,"0619",127336,"VT_DWQ_NUTRIENT",5.5999999,3,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
5239,NA,NA,NA,2002-06-17,NA,NA,NA,NA,NA,1.2192,1,"HU4_27",TRUE,FALSE,FALSE,FALSE,FALSE
5240,17,NA,1.19,2002-07-23,2002,7,"0723",127505,"WI_DNR_NUTRIENT",4.1,3,"HU4_32",FALSE,FALSE,FALSE,TRUE,FALSE
5241,478,2410.9,241.71,2001-07-25,2001,7,"0725",127508,"IA_CHEMISTRY",0.25,4,"HU4_56",FALSE,FALSE,TRUE,FALSE,FALSE
5242,25,1103,NA,1999-07-07,1999,7,"0707",127537,"WI_DNR_NUTRIENT",NA,2,"HU4_36",FALSE,TRUE,TRUE,TRUE,FALSE
5243,30.7999992,NA,NA,2006-07-12,2006,7,"0712",127632,"VT_DWQ_NUTRIENT",1.8,2,"HU4_7",FALSE,TRUE,FALSE,TRUE,TRUE
5244,25,NA,3.64,2004-09-13,2004,9,"0913",127650,"WI_DNR_NUTRIENT",3,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
5245,75,1854,NA,2000-08-22,2000,8,"0822",127655,"WI_DNR_NUTRIENT",0.3,3,"HU4_36",FALSE,TRUE,TRUE,TRUE,FALSE
5246,107.18,2517.9,72.31,2001-06-18,2001,6,"0618",127658,"IA_CHEMISTRY",0.85,4,"HU4_63",TRUE,TRUE,TRUE,TRUE,TRUE
5247,35,1322,NA,2000-09-12,2000,9,"0912",127689,"WI_DNR_NUTRIENT",0.8,3,"HU4_35",FALSE,TRUE,TRUE,FALSE,TRUE
5248,9,NA,1.77,2004-08-11,2004,8,"0811",127760,"WI_DNR_NUTRIENT",7.0104,3,"HU4_27",FALSE,FALSE,FALSE,FALSE,TRUE
5249,57,1730,1.24,2002-07-23,2002,7,"0723",128629,"WI_DNR_NUTRIENT",0.9,4,"HU4_32",TRUE,TRUE,FALSE,TRUE,TRUE
5250,5,280,1.45,2002-06-24,2002,6,"0624",128631,"WI_BIOCOM",4.5,4,"HU4_27",FALSE,FALSE,FALSE,FALSE,TRUE
